"GEO_ID","NAME","B25001_001M","B25001_001E",
"Geography","Geographic Area Name","Margin of Error!!Total","Estimate!!Total",
"310M100US42580","Seaford, DE Micro Area","311","123373",
"310M100US42620","Searcy, AR Micro Area","553","32519",
"310M100US42660","Seattle-Tacoma-Bellevue, WA Metro Area","2959","1464588",
"310M100US42680","Sebastian-Vero Beach, FL Metro Area","427","76387",
"310M100US42700","Sebring, FL Micro Area","367","55368",
"310M100US42860","Seneca, SC Micro Area","781","38802",
"310M100US42940","Sevierville, TN Micro Area","219","55962",
"310M100US43060","Shawnee, OK Micro Area","403","29176",
"310M100US43100","Sheboygan, WI Metro Area","587","50766",
"310M100US43140","Shelby, NC Micro Area","428","43396",
"310M100US43300","Sherman-Denison, TX Metro Area","514","53746",
"310M100US43320","Show Low, AZ Micro Area","597","56938",
"310M100US43340","Shreveport-Bossier City, LA Metro Area","1319","174258",
"310M100US43420","Sierra Vista-Douglas, AZ Micro Area","972","59108",
"310M100US43580","Sioux City, IA-NE-SD Metro Area","1030","57873",
"310M100US43620","Sioux Falls, SD Metro Area","1950","96338",
"310M100US43740","Somerset, PA Micro Area","561","38136",
"310M100US43780","South Bend-Mishawaka, IN-MI Metro Area","1320","140757",
"310M100US43860","Southern Pines-Pinehurst, NC Micro Area","534","43997",
"310M100US43900","Spartanburg, SC Metro Area","838","122729",
"310M100US44060","Spokane, WA Metro Area","2180","201782",
"310M100US44100","Springfield, IL Metro Area","770","95595",
"310M100US44140","Springfield, MA Metro Area","1993","288521",
"310M100US44180","Springfield, MO Metro Area","1507","192411",
"310M100US44220","Springfield, OH Metro Area","485","61405",
"310M100US44300","State College, PA Metro Area","1459","63363",
"310M100US44340","Statesboro, GA Micro Area","736","28842",
"310M100US44380","Statesville-Mooresville, NC Micro Area","790","69106",
"310M100US44420","Staunton-Waynesboro, VA Micro Area","1986","50833",
"310M100US44600","Steubenville-Weirton, OH-WV Metro Area","734","58320",
"310M100US44620","Stevens Point, WI Micro Area","764","30091",
"310M100US44660","Stillwater, OK Micro Area","1385","34007",
"310M100US44700","Stockton, CA Metro Area","2538","233873",
"310M100US44940","Sumter, SC Metro Area","659","46081",
"310M100US44980","Sunbury, PA Micro Area","442","45123",
"310M100US45060","Syracuse, NY Metro Area","2122","287812",
"310M100US45180","Talladega-Sylacauga, AL Micro Area","785","37103",
"310M100US45220","Tallahassee, FL Metro Area","2494","163144",
"310M100US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","3394","1354211",
"310M100US45460","Terre Haute, IN Metro Area","1459","74263",
"310M100US45500","Texarkana, TX-Texarkana, AR Metro Area","634","57849",
"310M100US45540","The Villages, FL Micro Area","504","53514",
"310M100US45640","Thomasville-Lexington, NC Micro Area","417","72683",
"310M100US45780","Toledo, OH Metro Area","1552","301281",
"310M100US45820","Topeka, KS Metro Area","1206","103546",
"310M100US45860","Torrington, CT Micro Area","270","87543",
"310M100US45900","Traverse City, MI Micro Area","1153","81438",
"310M100US45940","Trenton-Ewing, NJ Metro Area","1113","143178",
"310M100US46020","Truckee-Grass Valley, CA Micro Area","715","52592",
"310M100US46060","Tucson, AZ Metro Area","2028","441244",
"310M100US46100","Tullahoma, TN Micro Area","778","44697",
"310M100US46140","Tulsa, OK Metro Area","1650","410553",
"310M100US46180","Tupelo, MS Micro Area","1772","60444",
"310M100US46220","Tuscaloosa, AL Metro Area","1610","98468",
"310M100US46300","Twin Falls, ID Micro Area","1361","41200",
"310M100US46340","Tyler, TX Metro Area","772","87349",
"310M100US46380","Ukiah, CA Micro Area","1057","40342",
"310M100US46540","Utica-Rome, NY Metro Area","1322","137575",
"310M100US46660","Valdosta, GA Metro Area","1487","56626",
"310M100US46700","Vallejo-Fairfield, CA Metro Area","1720","152784",
"310M100US47020","Victoria, TX Metro Area","1455","50011",
"310M100US47220","Vineland-Millville-Bridgeton, NJ Metro Area","1253","55856",
"310M100US47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","4646","686109",
"310M100US47300","Visalia-Porterville, CA Metro Area","924","141898",
"310M100US47380","Waco, TX Metro Area","971","95273",
"310M100US47580","Warner Robins, GA Metro Area","449","58462",
"310M100US47700","Warsaw, IN Micro Area","330","37072",
"310M100US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","4975","2217947",
"310M100US47940","Waterloo-Cedar Falls, IA Metro Area","1098","71001",
"310M100US48020","Watertown-Fort Atkinson, WI Micro Area","584","35166",
"310M100US48060","Watertown-Fort Drum, NY Micro Area","544","57979",
"310M100US48140","Wausau, WI Metro Area","464","57785",
"310M100US48300","Wenatchee-East Wenatchee, WA Metro Area","293","51517",
"310M100US48540","Wheeling, WV-OH Metro Area","894","69501",
"310M100US48580","Whitewater, WI Micro Area","581","51556",
"310M100US48620","Wichita, KS Metro Area","1300","262918",
"310M100US48660","Wichita Falls, TX Metro Area","1959","64869",
"310M100US48700","Williamsport, PA Metro Area","902","52499",
"310M100US48740","Willimantic, CT Micro Area","587","49081",
"310M100US48900","Wilmington, NC Metro Area","1628","205962",
"310M100US48980","Wilson, NC Micro Area","443","35547",
"310M100US49020","Winchester, VA-WV Metro Area","1838","56721",
"310M100US49180","Winston-Salem, NC Metro Area","1052","214551",
"310M100US49300","Wooster, OH Micro Area","553","45846",
"310M100US49340","Worcester, MA Metro Area","1911","326963",
"310M100US49420","Yakima, WA Metro Area","737","85552",
"310M100US49500","Yauco, PR Metro Area","1503","45643",
"310M100US49620","York-Hanover, PA Metro Area","788","178828",
"310M100US49660","Youngstown-Warren-Boardman, OH-PA Metro Area","1807","259656",
"310M100US49700","Yuba City, CA Metro Area","919","61513",
"310M100US49740","Yuma, AZ Metro Area","683","87945",
"310M100US49780","Zanesville, OH Micro Area","504","38060",
