"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2012 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2012 inflation-adjusted dollars)",
"310M100US10140","Aberdeen, WA Micro Area","42057","3453",
"310M100US10180","Abilene, TX Metro Area","43407","3150",
"310M100US10300","Adrian, MI Micro Area","48224","2798",
"310M100US10380","Aguadilla-Isabela-San Sebastián, PR Metro Area","15339","843",
"310M100US10420","Akron, OH Metro Area","49731","1211",
"310M100US10460","Alamogordo, NM Micro Area","40583","7128",
"310M100US10500","Albany, GA Metro Area","34469","2643",
"310M100US10540","Albany-Lebanon, OR Micro Area","43489","4116",
"310M100US10580","Albany-Schenectady-Troy, NY Metro Area","60625","1224",
"310M100US10700","Albertville, AL Micro Area","36197","2826",
"310M100US10740","Albuquerque, NM Metro Area","46725","1533",
"310M100US10780","Alexandria, LA Metro Area","40896","1417",
"310M100US10880","Allegan, MI Micro Area","50078","3515",
"310M100US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","55766","1042",
"310M100US11020","Altoona, PA Metro Area","41258","1703",
"310M100US11100","Amarillo, TX Metro Area","46434","1710",
"310M100US11180","Ames, IA Metro Area","49489","4474",
"310M100US11260","Anchorage, AK Metro Area","71494","2503",
"310M100US11300","Anderson, IN Metro Area","42933","2236",
"310M100US11340","Anderson, SC Metro Area","39232","2114",
"310M100US11460","Ann Arbor, MI Metro Area","56330","1907",
"310M100US11500","Anniston-Oxford, AL Metro Area","39169","3843",
"310M100US11540","Appleton, WI Metro Area","60166","2839",
"310M100US11700","Asheville, NC Metro Area","43172","1857",
"310M100US11780","Ashtabula, OH Micro Area","36015","2843",
"310M100US11980","Athens, TX Micro Area","37077","4735",
"310M100US12020","Athens-Clarke County, GA Metro Area","38028","3322",
"310M100US12060","Atlanta-Sandy Springs-Marietta, GA Metro Area","54628","870",
"310M100US12100","Atlantic City-Hammonton, NJ Metro Area","51191","2088",
"310M100US12180","Auburn, NY Micro Area","50073","2072",
"310M100US12220","Auburn-Opelika, AL Metro Area","45043","4536",
"310M100US12260","Augusta-Richmond County, GA-SC Metro Area","44761","2163",
"310M100US12300","Augusta-Waterville, ME Micro Area","46014","2728",
"310M100US12420","Austin-Round Rock-San Marcos, TX Metro Area","59433","1398",
"310M100US12540","Bakersfield-Delano, CA Metro Area","45910","2002",
"310M100US12580","Baltimore-Towson, MD Metro Area","66970","1051",
"310M100US12620","Bangor, ME Metro Area","41653","1857",
"310M100US12700","Barnstable Town, MA Metro Area","59453","3652",
"310M100US12940","Baton Rouge, LA Metro Area","50286","1592",
"310M100US12980","Battle Creek, MI Metro Area","39190","3371",
"310M100US13020","Bay City, MI Metro Area","44548","2654",
"310M100US13140","Beaumont-Port Arthur, TX Metro Area","43421","1904",
"310M100US13180","Beaver Dam, WI Micro Area","50781","2571",
