"GEO_ID","NAME","B19013_001M","B19013_001E",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"310M100US41740","San Diego-Carlsbad-San Marcos, CA Metro Area","1075","59923",
"310M100US41780","Sandusky, OH Metro Area","4221","42246",
"310M100US41860","San Francisco-Oakland-Fremont, CA Metro Area","935","73027",
"310M100US41900","San Germ?n-Cabo Rojo, PR Metro Area","1213","14383",
"310M100US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","1989","83944",
"310M100US41980","San Juan-Caguas-Guaynabo, PR Metro Area","425","20897",
"310M100US42020","San Luis Obispo-Paso Robles, CA Metro Area","2745","53978",
"310M100US42060","Santa Barbara-Santa Maria-Goleta, CA Metro Area","2371","56767",
"310M100US42100","Santa Cruz-Watsonville, CA Metro Area","2767","61071",
"310M100US42140","Santa Fe, NM Metro Area","4035","47080",
"310M100US42220","Santa Rosa-Petaluma, CA Metro Area","3310","59055",
"310M100US42340","Savannah, GA Metro Area","2229","46755",
"310M100US42540","Scranton--Wilkes-Barre, PA Metro Area","1482","42368",
"310M100US42580","Seaford, DE Micro Area","1795","49006",
"310M100US42620","Searcy, AR Micro Area","5808","38326",
"310M100US42660","Seattle-Tacoma-Bellevue, WA Metro Area","990","63088",
"310M100US42680","Sebastian-Vero Beach, FL Metro Area","3401","47335",
"310M100US42700","Sebring, FL Micro Area","2600","34561",
"310M100US42860","Seneca, SC Micro Area","4775","42848",
"310M100US42940","Sevierville, TN Micro Area","4625","40402",
"310M100US43060","Shawnee, OK Micro Area","3065","36795",
"310M100US43100","Sheboygan, WI Metro Area","2873","49440",
"310M100US43140","Shelby, NC Micro Area","3034","38282",
"310M100US43300","Sherman-Denison, TX Metro Area","4423","45577",
"310M100US43320","Show Low, AZ Micro Area","3872","40623",
"310M100US43340","Shreveport-Bossier City, LA Metro Area","1763","40762",
"310M100US43420","Sierra Vista-Douglas, AZ Micro Area","4085","45213",
"310M100US43580","Sioux City, IA-NE-SD Metro Area","2368","44038",
"310M100US43620","Sioux Falls, SD Metro Area","2339","52050",
"310M100US43740","Somerset, PA Micro Area","2664","39978",
"310M100US43780","South Bend-Mishawaka, IN-MI Metro Area","1289","41991",
"310M100US43860","Southern Pines-Pinehurst, NC Micro Area","5869","47692",
"310M100US43900","Spartanburg, SC Metro Area","1664","41850",
"310M100US44060","Spokane, WA Metro Area","1627","47039",
"310M100US44100","Springfield, IL Metro Area","2954","50423",
"310M100US44140","Springfield, MA Metro Area","1886","49209",
"310M100US44180","Springfield, MO Metro Area","1484","40084",
"310M100US44220","Springfield, OH Metro Area","2283","39580",
"310M100US44300","State College, PA Metro Area","2309","44746",
"310M100US44340","Statesboro, GA Micro Area","2785","29170",
"310M100US44380","Statesville-Mooresville, NC Micro Area","3026","45714",
"310M100US44420","Staunton-Waynesboro, VA Micro Area","3579","46292",
"310M100US44600","Steubenville-Weirton, OH-WV Metro Area","2130","35666",
"310M100US44620","Stevens Point, WI Micro Area","4222","48620",
"310M100US44660","Stillwater, OK Micro Area","3079","35488",
"310M100US44700","Stockton, CA Metro Area","1507","50011",
"310M100US44940","Sumter, SC Metro Area","3424","36457",
"310M100US44980","Sunbury, PA Micro Area","2316","35394",
"310M100US45060","Syracuse, NY Metro Area","1377","49694",
"310M100US45180","Talladega-Sylacauga, AL Micro Area","2746","34488",
"310M100US45220","Tallahassee, FL Metro Area","1414","41511",
"310M100US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","903","43547",
"310M100US45460","Terre Haute, IN Metro Area","2580","41200",
"310M100US45500","Texarkana, TX-Texarkana, AR Metro Area","3239","40547",
"310M100US45540","The Villages, FL Micro Area","3000","45026",
"310M100US45640","Thomasville-Lexington, NC Micro Area","2493","39660",
"310M100US45780","Toledo, OH Metro Area","1133","41583",
"310M100US45820","Topeka, KS Metro Area","2314","45360",
"310M100US45860","Torrington, CT Micro Area","4882","66307",
"310M100US45900","Traverse City, MI Micro Area","1740","46807",
"310M100US45940","Trenton-Ewing, NJ Metro Area","2427","70956",
"310M100US46020","Truckee-Grass Valley, CA Micro Area","3199","54456",
"310M100US46060","Tucson, AZ Metro Area","1576","44274",
"310M100US46100","Tullahoma, TN Micro Area","2605","37439",
"310M100US46140","Tulsa, OK Metro Area","1433","44519",
"310M100US46180","Tupelo, MS Micro Area","4692","38154",
"310M100US46220","Tuscaloosa, AL Metro Area","1954","41047",
"310M100US46300","Twin Falls, ID Micro Area","3340","41505",
"310M100US46340","Tyler, TX Metro Area","4080","43209",
"310M100US46380","Ukiah, CA Micro Area","4722","40536",
"310M100US46540","Utica-Rome, NY Metro Area","1658","46625",
"310M100US46660","Valdosta, GA Metro Area","2968","36028",
"310M100US46700","Vallejo-Fairfield, CA Metro Area","3021","63384",
"310M100US47020","Victoria, TX Metro Area","3509","45802",
"310M100US47220","Vineland-Millville-Bridgeton, NJ Metro Area","2460","51619",
"310M100US47260","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","974","57315",
"310M100US47300","Visalia-Porterville, CA Metro Area","2142","43397",
"310M100US47380","Waco, TX Metro Area","2803","39143",
"310M100US47580","Warner Robins, GA Metro Area","6783","58401",
"310M100US47700","Warsaw, IN Micro Area","3442","47308",
"310M100US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","1168","84523",
"310M100US47940","Waterloo-Cedar Falls, IA Metro Area","1660","45811",
"310M100US48020","Watertown-Fort Atkinson, WI Micro Area","3944","49611",
"310M100US48060","Watertown-Fort Drum, NY Micro Area","3321","43557",
"310M100US48140","Wausau, WI Metro Area","3168","49356",
"310M100US48300","Wenatchee-East Wenatchee, WA Metro Area","4131","47839",
"310M100US48540","Wheeling, WV-OH Metro Area","2488","38415",
"310M100US48580","Whitewater, WI Micro Area","3357","53388",
"310M100US48620","Wichita, KS Metro Area","1024","46131",
"310M100US48660","Wichita Falls, TX Metro Area","1828","39633",
"310M100US48700","Williamsport, PA Metro Area","3015","41037",
"310M100US48740","Willimantic, CT Micro Area","5768","60026",
"310M100US48900","Wilmington, NC Metro Area","1902","44825",
"310M100US48980","Wilson, NC Micro Area","3225","34883",
"310M100US49020","Winchester, VA-WV Metro Area","2901","46626",
"310M100US49180","Winston-Salem, NC Metro Area","1757","42644",
"310M100US49300","Wooster, OH Micro Area","2553","46288",
"310M100US49340","Worcester, MA Metro Area","1215","61212",
"310M100US49420","Yakima, WA Metro Area","2930","40648",
"310M100US49500","Yauco, PR Metro Area","1039","13721",
"310M100US49620","York-Hanover, PA Metro Area","2550","56368",
"310M100US49660","Youngstown-Warren-Boardman, OH-PA Metro Area","1241","39240",
"310M100US49700","Yuba City, CA Metro Area","3229","46314",
"310M100US49740","Yuma, AZ Metro Area","2726","42240",
"310M100US49780","Zanesville, OH Micro Area","2398","40894",
