"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)",
"310M200US10140","Aberdeen, WA Micro Area","43356","2589",
"310M200US10180","Abilene, TX Metro Area","44303","2767",
"310M200US10300","Adrian, MI Micro Area","46739","3911",
"310M200US10380","Aguadilla-Isabela, PR Metro Area","15886","939",
"310M200US10420","Akron, OH Metro Area","50538","1279",
"310M200US10460","Alamogordo, NM Micro Area","42603","2671",
"310M200US10500","Albany, GA Metro Area","39071","2542",
"310M200US10540","Albany, OR Metro Area","43428","4024",
"310M200US10580","Albany-Schenectady-Troy, NY Metro Area","62265","1494",
"310M200US10700","Albertville, AL Micro Area","33446","3712",
"310M200US10740","Albuquerque, NM Metro Area","47581","1279",
"310M200US10780","Alexandria, LA Metro Area","40209","3073",
"310M200US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","60320","968",
"310M200US11020","Altoona, PA Metro Area","44019","4070",
"310M200US11100","Amarillo, TX Metro Area","51280","2184",
"310M200US11180","Ames, IA Metro Area","46091","5589",
"310M200US11260","Anchorage, AK Metro Area","75682","2922",
"310M200US11460","Ann Arbor, MI Metro Area","62845","2167",
"310M200US11500","Anniston-Oxford-Jacksonville, AL Metro Area","41428","2300",
"310M200US11540","Appleton, WI Metro Area","60106","2400",
"310M200US11640","Arecibo, PR Metro Area","16244","1012",
"310M200US11700","Asheville, NC Metro Area","46917","1688",
"310M200US11780","Ashtabula, OH Micro Area","39079","2530",
"310M200US11980","Athens, TX Micro Area","41112","2211",
"310M200US12020","Athens-Clarke County, GA Metro Area","41761","2538",
"310M200US12060","Atlanta-Sandy Springs-Roswell, GA Metro Area","56166","741",
"310M200US12100","Atlantic City-Hammonton, NJ Metro Area","55313","3112",
"310M200US12180","Auburn, NY Micro Area","53780","2675",
"310M200US12220","Auburn-Opelika, AL Metro Area","39932","3096",
"310M200US12260","Augusta-Richmond County, GA-SC Metro Area","46689","1962",
"310M200US12300","Augusta-Waterville, ME Micro Area","44633","4575",
"310M200US12420","Austin-Round Rock, TX Metro Area","63603","1891",
"310M200US12540","Bakersfield, CA Metro Area","47644","2483",
"310M200US12580","Baltimore-Columbia-Towson, MD Metro Area","71501","1015",
"310M200US12620","Bangor, ME Metro Area","42242","2830",
"310M200US12700","Barnstable Town, MA Metro Area","65384","3611",
"310M200US12940","Baton Rouge, LA Metro Area","52091","1775",
"310M200US12980","Battle Creek, MI Metro Area","46088","2381",
"310M200US13020","Bay City, MI Metro Area","46844","3219",
"310M200US13140","Beaumont-Port Arthur, TX Metro Area","42494","1882",
"310M200US13180","Beaver Dam, WI Micro Area","53139","3928",
"310M200US13220","Beckley, WV Metro Area","39498","2409",
"310M200US13380","Bellingham, WA Metro Area","53665","2845",
"310M200US13460","Bend-Redmond, OR Metro Area","52006","3650",
"310M200US13740","Billings, MT Metro Area","51111","2276",
"310M200US13780","Binghamton, NY Metro Area","48188","2923",
"310M200US13820","Birmingham-Hoover, AL Metro Area","47046","1153",
"310M200US13900","Bismarck, ND Metro Area","63356","3881",
"310M200US13980","Blacksburg-Christiansburg-Radford, VA Metro Area","43709","3109",
"310M200US14010","Bloomington, IL Metro Area","57592","3905",
"310M200US14020","Bloomington, IN Metro Area","44963","2256",
"310M200US14100","Bloomsburg-Berwick, PA Metro Area","49670","3786",
"310M200US14140","Bluefield, WV-VA Micro Area","36690","4437",
"310M200US14260","Boise City, ID Metro Area","51826","1654",
"310M200US14460","Boston-Cambridge-Newton, MA-NH Metro Area","75667","875",
"310M200US14500","Boulder, CO Metro Area","71540","3599",
"310M200US14540","Bowling Green, KY Metro Area","47277","2910",
"310M200US14580","Bozeman, MT Micro Area","50238","3828",
"310M200US14660","Brainerd, MN Micro Area","48463","3019",
"310M200US14700","Branson, MO Micro Area","37821","3073",
"310M200US14740","Bremerton-Silverdale, WA Metro Area","61794","2426",
"310M200US14860","Bridgeport-Stamford-Norwalk, CT Metro Area","85925","2989",
"310M200US15180","Brownsville-Harlingen, TX Metro Area","32093","1534",
"310M200US15260","Brunswick, GA Metro Area","46268","1875",
"310M200US15380","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area","50074","926",
"310M200US15500","Burlington, NC Metro Area","39576","2701",
"310M200US15540","Burlington-South Burlington, VT Metro Area","61947","2506",
"310M200US15680","California-Lexington Park, MD Metro Area","86417","4765",
"310M200US15940","Canton-Massillon, OH Metro Area","47729","1562",
"310M200US15980","Cape Coral-Fort Myers, FL Metro Area","49055","1539",
"310M200US16020","Cape Girardeau, MO-IL Metro Area","44347","3605",
"310M200US16060","Carbondale-Marion, IL Metro Area","41174","2643",
"310M200US16180","Carson City, NV Metro Area","43850","3302",
"310M200US16220","Casper, WY Metro Area","56392","5178",
"310M200US16300","Cedar Rapids, IA Metro Area","61865","1875",
"310M200US16500","Centralia, WA Micro Area","43575","5037",
"310M200US16540","Chambersburg-Waynesboro, PA Metro Area","49487","3018",
"310M200US16580","Champaign-Urbana, IL Metro Area","48063","3267",
"310M200US16620","Charleston, WV Metro Area","42761","2812",
"310M200US16660","Charleston-Mattoon, IL Micro Area","39397","5646",
"310M200US16700","Charleston-North Charleston, SC Metro Area","53572","1835",
"310M200US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area","53549","1171",
"310M200US16820","Charlottesville, VA Metro Area","58189","3731",
"310M200US16860","Chattanooga, TN-GA Metro Area","46600","1378",
"310M200US16940","Cheyenne, WY Metro Area","57551","6018",
"310M200US16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","61598","405",
"310M200US17020","Chico, CA Metro Area","42365","2303",
"310M200US17060","Chillicothe, OH Micro Area","40764","3566",
"310M200US17140","Cincinnati, OH-KY-IN Metro Area","55729","947",
"310M200US17200","Claremont-Lebanon, NH-VT Micro Area","55726","2023",
"310M200US17220","Clarksburg, WV Micro Area","41708","2586",
"310M200US17300","Clarksville, TN-KY Metro Area","45130","2838",
"310M200US17340","Clearlake, CA Micro Area","34529","4804",
"310M200US17420","Cleveland, TN Metro Area","41176","3722",
"310M200US17460","Cleveland-Elyria, OH Metro Area","49889","719",
"310M200US17660","Coeur d'Alene, ID Metro Area","48776","3141",
"310M200US17780","College Station-Bryan, TX Metro Area","42116","3103",
"310M200US17820","Colorado Springs, CO Metro Area","59411","2439",
"310M200US17860","Columbia, MO Metro Area","50085","3082",
"310M200US17900","Columbia, SC Metro Area","50091","1218",
"310M200US17980","Columbus, GA-AL Metro Area","42669","2153",
"310M200US18020","Columbus, IN Metro Area","53002","3777",
"310M200US18140","Columbus, OH Metro Area","56371","981",
"310M200US18180","Concord, NH Micro Area","62418","3030",
"310M200US18260","Cookeville, TN Micro Area","36411","3156",
"310M200US18300","Coos Bay, OR Micro Area","40967","3603",
"310M200US18500","Corning, NY Micro Area","46889","2165",
"310M200US18580","Corpus Christi, TX Metro Area","52050","1634",
"310M200US18700","Corvallis, OR Metro Area","52486","6621",
"310M200US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","53679","3499",
"310M200US18980","Cullman, AL Micro Area","38261","4000",
"310M200US19060","Cumberland, MD-WV Metro Area","38580","2663",
"310M200US19100","Dallas-Fort Worth-Arlington, TX Metro Area","59530","772",
"310M200US19140","Dalton, GA Metro Area","41034","5109",
"310M200US19180","Danville, IL Metro Area","41690","3112",
"310M200US19260","Danville, VA Micro Area","40932","2731",
"310M200US19300","Daphne-Fairhope-Foley, AL Metro Area","48461","3434",
"310M200US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","51410","1411",
"310M200US19380","Dayton, OH Metro Area","46697","1265",
"310M200US19460","Decatur, AL Metro Area","44600","2898",
"310M200US19500","Decatur, IL Metro Area","47574","3416",
"310M200US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","42468","1283",
"310M200US19740","Denver-Aurora-Lakewood, CO Metro Area","66870","823",
"310M200US19780","Des Moines-West Des Moines, IA Metro Area","62446","1923",
"310M200US19820","Detroit-Warren-Dearborn, MI Metro Area","52462","528",
"310M200US20020","Dothan, AL Metro Area","38300","2150",
"310M200US20100","Dover, DE Metro Area","55227","3222",
"310M200US20180","DuBois, PA Micro Area","39592","2878",
"310M200US20220","Dubuque, IA Metro Area","56129","4478",
"310M200US20260","Duluth, MN-WI Metro Area","50275","1557",
"310M200US20380","Dunn, NC Micro Area","44880","4136",
"310M200US20500","Durham-Chapel Hill, NC Metro Area","51988","1623",
"310M200US20700","East Stroudsburg, PA Metro Area","63118","5677",
"310M200US20740","Eau Claire, WI Metro Area","48873","2329",
"310M200US20940","El Centro, CA Metro Area","39290","5526",
"310M200US21020","Elizabeth City, NC Micro Area","46866","1882",
"310M200US21060","Elizabethtown-Fort Knox, KY Metro Area","49649","3725",
"310M200US21140","Elkhart-Goshen, IN Metro Area","49937","2239",
"310M200US21300","Elmira, NY Metro Area","50232","3882",
"310M200US21340","El Paso, TX Metro Area","40133","1311",
"310M200US21500","Erie, PA Metro Area","45560","2075",
"310M200US21660","Eugene, OR Metro Area","44877","2158",
"310M200US21700","Eureka-Arcata-Fortuna, CA Micro Area","40598","3137",
"310M200US21780","Evansville, IN-KY Metro Area","46547","2405",
"310M200US21820","Fairbanks, AK Metro Area","69820","6748",
"310M200US22020","Fargo, ND-MN Metro Area","53867","2815",
"310M200US22060","Faribault-Northfield, MN Micro Area","60527","3644",
"310M200US22100","Farmington, MO Micro Area","41713","4201",
"310M200US22140","Farmington, NM Metro Area","48773","5116",
"310M200US22180","Fayetteville, NC Metro Area","42181","1355",
"310M200US22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area","50128","1635",
"310M200US22300","Findlay, OH Micro Area","50898","2290",
"310M200US22380","Flagstaff, AZ Metro Area","49757","5462",
"310M200US22420","Flint, MI Metro Area","41682","1194",
"310M200US22500","Florence, SC Metro Area","40139","3107",
"310M200US22520","Florence-Muscle Shoals, AL Metro Area","41597","3253",
"310M200US22540","Fond du Lac, WI Metro Area","51717","1687",
"310M200US22580","Forest City, NC Micro Area","34347","3736",
"310M200US22660","Fort Collins, CO Metro Area","56575","2946",
"310M200US22900","Fort Smith, AR-OK Metro Area","39207","1720",
