"GEO_ID","NAME","B01003_001M","B01003_001E",
"Geography","Geographic Area Name","Margin of Error!!Total","Estimate!!Total",
"310M100US34060","Morgantown, WV Metro Area","*****","130288",
"310M100US34100","Morristown, TN Metro Area","*****","136787",
"310M100US34180","Moses Lake, WA Micro Area","*****","89744",
"310M100US34340","Mount Airy, NC Micro Area","*****","73694",
"310M100US34380","Mount Pleasant, MI Micro Area","*****","70334",
"310M100US34580","Mount Vernon-Anacortes, WA Metro Area","*****","117102",
"310M100US34620","Muncie, IN Metro Area","*****","117669",
"310M100US34740","Muskegon-Norton Shores, MI Metro Area","*****","172068",
"310M100US34780","Muskogee, OK Micro Area","*****","71110",
"310M100US34820","Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area","*****","270430",
"310M100US34900","Napa, CA Metro Area","*****","136858",
"310M100US34940","Naples-Marco Island, FL Metro Area","*****","322472",
"310M100US34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","2500","1593050",
"310M100US35100","New Bern, NC Micro Area","1838","127759",
"310M100US35260","New Castle, PA Micro Area","*****","90968",
"310M100US35300","New Haven-Milford, CT Metro Area","*****","862989",
"310M100US35340","New Iberia, LA Micro Area","*****","73236",
"310M100US35380","New Orleans-Metairie-Kenner, LA Metro Area","*****","1173327",
"310M100US35420","New Philadelphia-Dover, OH Micro Area","*****","92542",
"310M100US35620","New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area","*****","18919983",
"310M100US35660","Niles-Benton Harbor, MI Metro Area","*****","156805",
"310M100US35840","North Port-Bradenton-Sarasota, FL Metro Area","*****","703309",
"310M100US35900","North Wilkesboro, NC Micro Area","*****","69287",
"310M100US35980","Norwich-New London, CT Metro Area","*****","274055",
"310M100US36020","Oak Harbor, WA Micro Area","*****","78681",
"310M100US36100","Ocala, FL Metro Area","*****","331290",
"310M100US36140","Ocean City, NJ Metro Area","*****","97253",
"310M100US36220","Odessa, TX Metro Area","*****","137145",
"310M100US36260","Ogden-Clearfield, UT Metro Area","1602","551173",
"310M100US36300","Ogdensburg-Massena, NY Micro Area","*****","111894",
"310M100US36420","Oklahoma City, OK Metro Area","*****","1257845",
"310M100US36460","Olean, NY Micro Area","*****","80229",
"310M100US36500","Olympia, WA Metro Area","*****","253087",
"310M100US36540","Omaha-Council Bluffs, NE-IA Metro Area","2372","868238",
"310M100US36660","Opelousas-Eunice, LA Micro Area","*****","83454",
"310M100US36700","Orangeburg, SC Micro Area","*****","92346",
"310M100US36740","Orlando-Kissimmee-Sanford, FL Metro Area","*****","2140795",
"310M100US36780","Oshkosh-Neenah, WI Metro Area","*****","167059",
"310M100US36860","Ottawa-Streator, IL Micro Area","1617","155212",
"310M100US36980","Owensboro, KY Metro Area","2163","115857",
"310M100US37020","Owosso, MI Micro Area","*****","70606",
"310M100US37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","*****","825706",
"310M100US37140","Paducah, KY-IL Micro Area","2724","97379",
"310M100US37260","Palatka, FL Micro Area","*****","74262",
"310M100US37340","Palm Bay-Melbourne-Titusville, FL Metro Area","*****","543573",
"310M100US37380","Palm Coast, FL Metro Area","*****","95928",
"310M100US37460","Panama City-Lynn Haven-Panama City Beach, FL Metro Area","*****","169272",
"310M100US37620","Parkersburg-Marietta-Vienna, WV-OH Metro Area","2325","162723",
"310M100US37700","Pascagoula, MS Metro Area","*****","162384",
"310M100US37820","Pendleton-Hermiston, OR Micro Area","2111","86852",
"310M100US37860","Pensacola-Ferry Pass-Brent, FL Metro Area","*****","450009",
"310M100US37900","Peoria, IL Metro Area","1602","378712",
"310M100US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","*****","5971483",
"310M100US38060","Phoenix-Mesa-Glendale, AZ Metro Area","*****","4211213",
"310M100US38220","Pine Bluff, AR Metro Area","1923","99871",
"310M100US38300","Pittsburgh, PA Metro Area","*****","2356381",
"310M100US38340","Pittsfield, MA Metro Area","*****","131144",
"310M100US38460","Plattsburgh, NY Micro Area","*****","82115",
"310M100US38540","Pocatello, ID Metro Area","2248","90438",
"310M100US38660","Ponce, PR Metro Area","*****","242874",
"310M100US38820","Port Angeles, WA Micro Area","*****","71515",
"310M100US38860","Portland-South Portland-Biddeford, ME Metro Area","*****","513899",
"310M100US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","1864","2232496",
"310M100US38940","Port St. Lucie, FL Metro Area","*****","425082",
"310M100US39020","Portsmouth, OH Micro Area","*****","79506",
"310M100US39060","Pottsville, PA Micro Area","*****","148228",
"310M100US39100","Poughkeepsie-Newburgh-Middletown, NY Metro Area","*****","670932",
"310M100US39140","Prescott, AZ Metro Area","*****","211061",
"310M100US39300","Providence-New Bedford-Fall River, RI-MA Metro Area","*****","1601498",
"310M100US39340","Provo-Orem, UT Metro Area","1539","529970",
"310M100US39380","Pueblo, CO Metro Area","*****","159477",
"310M100US39460","Punta Gorda, FL Metro Area","*****","159990",
"310M100US39500","Quincy, IL-MO Micro Area","1209","76378",
"310M100US39540","Racine, WI Metro Area","*****","195510",
"310M100US39580","Raleigh-Cary, NC Metro Area","*****","1137552",
"310M100US39660","Rapid City, SD Metro Area","*****","126802",
"310M100US39740","Reading, PA Metro Area","*****","411850",
"310M100US39820","Redding, CA Metro Area","*****","177291",
"310M100US39900","Reno-Sparks, NV Metro Area","1365","426448",
"310M100US39980","Richmond, IN Micro Area","*****","68853",
"310M100US40060","Richmond, VA Metro Area","6207","1261317",
"310M100US40080","Richmond-Berea, KY Micro Area","2322","99772",
"310M100US40140","Riverside-San Bernardino-Ontario, CA Metro Area","*****","4245773",
"310M100US40220","Roanoke, VA Metro Area","2342","308893",
"310M100US40260","Roanoke Rapids, NC Micro Area","*****","76602",
"310M100US40340","Rochester, MN Metro Area","*****","186302",
"310M100US40380","Rochester, NY Metro Area","*****","1054445",
"310M100US40420","Rockford, IL Metro Area","*****","349287",
"310M100US40580","Rocky Mount, NC Metro Area","*****","152477",
"310M100US40660","Rome, GA Metro Area","*****","96274",
"310M100US40700","Roseburg, OR Micro Area","*****","107638",
"310M100US40740","Roswell, NM Micro Area","*****","65779",
"310M100US40780","Russellville, AR Micro Area","*****","84073",
"310M100US40900","Sacramento--Arden-Arcade--Roseville, CA Metro Area","*****","2154391",
"310M100US40980","Saginaw-Saginaw Township North, MI Metro Area","*****","199911",
"310M100US41060","St. Cloud, MN Metro Area","*****","189284",
"310M100US41100","St. George, UT Metro Area","*****","138451",
"310M100US41140","St. Joseph, MO-KS Metro Area","2806","129678",
"310M100US41180","St. Louis, MO-IL Metro Area","3409","2815168",
"310M100US41420","Salem, OR Metro Area","*****","391721",
"310M100US41500","Salinas, CA Metro Area","*****","416682",
"310M100US41540","Salisbury, MD Metro Area","*****","125324",
"310M100US41580","Salisbury, NC Micro Area","*****","138446",
"310M100US41620","Salt Lake City, UT Metro Area","*****","1128988",
"310M100US41660","San Angelo, TX Metro Area","693","112484",
"310M100US41700","San Antonio-New Braunfels, TX Metro Area","2377","2157897",
"310M100US41740","San Diego-Carlsbad-San Marcos, CA Metro Area","*****","3105989",
"310M100US41780","Sandusky, OH Metro Area","*****","77070",
"310M100US41860","San Francisco-Oakland-Fremont, CA Metro Area","*****","4345320",
"310M100US41900","San Germ?n-Cabo Rojo, PR Metro Area","2506","138101",
"310M100US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","*****","1843255",
"310M100US41980","San Juan-Caguas-Guaynabo, PR Metro Area","3543","2476268",
"310M100US42020","San Luis Obispo-Paso Robles, CA Metro Area","*****","270113",
"310M100US42060","Santa Barbara-Santa Maria-Goleta, CA Metro Area","*****","424712",
"310M100US42100","Santa Cruz-Watsonville, CA Metro Area","*****","263054",
"310M100US42140","Santa Fe, NM Metro Area","*****","144606",
"310M100US42220","Santa Rosa-Petaluma, CA Metro Area","*****","485120",
