"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"310M100US10140","Aberdeen, WA Micro Area","72546","*****",
"310M100US10180","Abilene, TX Metro Area","165858","1164",
"310M100US10300","Adrian, MI Micro Area","99440","*****",
"310M100US10380","Aguadilla-Isabela-San Sebasti?n, PR Metro Area","304633","*****",
"310M100US10420","Akron, OH Metro Area","701456","*****",
"310M100US10460","Alamogordo, NM Micro Area","65703","*****",
"310M100US10500","Albany, GA Metro Area","161617","3859",
"310M100US10540","Albany-Lebanon, OR Micro Area","118122","*****",
"310M100US10580","Albany-Schenectady-Troy, NY Metro Area","871478","*****",
"310M100US10700","Albertville, AL Micro Area","94166","*****",
"310M100US10740","Albuquerque, NM Metro Area","899149","1951",
"310M100US10780","Alexandria, LA Metro Area","154505","*****",
"310M100US10880","Allegan, MI Micro Area","111234","*****",
"310M100US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","824916","*****",
"310M100US11020","Altoona, PA Metro Area","127099","*****",
"310M100US11100","Amarillo, TX Metro Area","254635","1499",
"310M100US11180","Ames, IA Metro Area","89663","*****",
"310M100US11260","Anchorage, AK Metro Area","387516","*****",
"310M100US11300","Anderson, IN Metro Area","131235","*****",
"310M100US11340","Anderson, SC Metro Area","188488","*****",
"310M100US11460","Ann Arbor, MI Metro Area","347962","*****",
"310M100US11500","Anniston-Oxford, AL Metro Area","117797","*****",
"310M100US11540","Appleton, WI Metro Area","227403","*****",
"310M100US11700","Asheville, NC Metro Area","428906","2388",
"310M100US11780","Ashtabula, OH Micro Area","101345","*****",
"310M100US11980","Athens, TX Micro Area","78826","*****",
"310M100US12020","Athens-Clarke County, GA Metro Area","193317","*****",
"310M100US12060","Atlanta-Sandy Springs-Marietta, GA Metro Area","5365726","4219",
"310M100US12100","Atlantic City-Hammonton, NJ Metro Area","274338","*****",
"310M100US12180","Auburn, NY Micro Area","79738","*****",
"310M100US12220","Auburn-Opelika, AL Metro Area","143468","*****",
"310M100US12260","Augusta-Richmond County, GA-SC Metro Area","560467","2305",
"310M100US12300","Augusta-Waterville, ME Micro Area","121935","*****",
"310M100US12420","Austin-Round Rock-San Marcos, TX Metro Area","1783519","*****",
"310M100US12540","Bakersfield-Delano, CA Metro Area","851710","*****",
"310M100US12580","Baltimore-Towson, MD Metro Area","2729110","*****",
"310M100US12620","Bangor, ME Metro Area","153786","*****",
"310M100US12700","Barnstable Town, MA Metro Area","215769","*****",
"310M100US12940","Baton Rouge, LA Metro Area","808242","*****",
"310M100US12980","Battle Creek, MI Metro Area","135490","*****",
"310M100US13020","Bay City, MI Metro Area","107110","*****",
"310M100US13140","Beaumont-Port Arthur, TX Metro Area","390535","*****",
"310M100US13180","Beaver Dam, WI Micro Area","88661","*****",
"310M100US13220","Beckley, WV Micro Area","79127","*****",
"310M100US13380","Bellingham, WA Metro Area","203663","*****",
"310M100US13460","Bend, OR Metro Area","160338","*****",
"310M100US13740","Billings, MT Metro Area","159712","1017",
"310M100US13780","Binghamton, NY Metro Area","250074","*****",
"310M100US13820","Birmingham-Hoover, AL Metro Area","1132264","*****",
"310M100US13900","Bismarck, ND Metro Area","110879","*****",
"310M100US13980","Blacksburg-Christiansburg-Radford, VA Metro Area","160866","3169",
"310M100US14020","Bloomington, IN Metro Area","194566","2062",
"310M100US14060","Bloomington-Normal, IL Metro Area","170556","*****",
"310M100US14100","Bloomsburg-Berwick, PA Micro Area","85772","*****",
"310M100US14140","Bluefield, WV-VA Micro Area","107180","*****",
"310M100US14260","Boise City-Nampa, ID Metro Area","627281","3043",
"310M100US14460","Boston-Cambridge-Quincy, MA-NH Metro Area","4591112","*****",
